line,Name,genres
260.0,Ėjimas žirgu,"No Description, Unknown, Unknown"
254.0,Classical Music & Soothing Stories,"Sure, here are the 3 genres for this TV show/film:

1. Children's music
2. Animation
3. Educational"
255.0,Moon and Stars,"Sure, the genres of the TV show/film are:

1. Children's animation
2. Educational
3. Relaxation"
256.0,Family Fun Time & Rhymes,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational content
3. Nursery Rhymes"
257.0,Amžiaus skirtumas,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Romance"
258.0,Amžiaus skirtumas,"Sure, here are 3 genres for the TV show/film:

1. Romance
2. Comedy
3. Drama"
261.0,Start Your Day with BabyTV's Friends,"Sure, the genres for this TV show/film are:

1. Children's animation
2. Educational animation
3. Cartoons"
262.0,Family Fun Time & Rhymes,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational children's programming
3. Nursery Rhymes"
269.0,Varnas ir Žvirblis,"No Description, Unknown, Unknown"
264.0,Rise & Shine with BabyTV Friends,"Sure, here are the 3 genres for the TV show/film:

1. Children's animation
2. Educational
3. Cartoons"
263.0,Dreamy Nights,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Animation"
265.0,Dreamy Nights,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Animation"
266.0,Exploring with Songs & Rhymes,"Sure, here are 3 genres for this TV show/film:

1. Children's music
2. Children's comedy
3. Children's educational"
267.0,Sweet Dreams,"Sure, here are the 3 genres for the TV show/film:

1. Children's music
2. Classical music
3. Animation"
268.0,Į mėnulį,"Sure, here are the 3 genres for the show/film:

1. Comedy
2. Drama
3. Fantasy"
270.0,Vagių karalius,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Crime
3. History"
272.0,The Travel Show,"Sure, here are the 3 genres for the TV show/film:

1. Travelogue
2. Documentary
3. Reality"
271.0,World Business Report,"Sure, here are the three genres for the TV show/film:

1. Business
2. Finance
3. News"
273.0,Pričiupom!,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Documentary"
274.0,Amerikietiškos imtynės RAW,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Sports
3. Drama"
280.0,2zgės,"No Description, Unknown, Unknown"
275.0,Žinios,"Sure, here are 3 genres for the TV show/film:

1. Documentary
2. Reality show
3. News program"
276.0,FTB. Ieškomiausi,"Sure, here are the 3 genres for the TV show/film:

1. Crime
2. Drama
3. Comedy"
277.0,Žemiau denio. Viduržemio jūra,"Sure, the genres for this TV show/film are:

1. Comedy
2. Drama
3. Fantasy"
278.0,Žemiau denio. Viduržemio jūra,"Sure, the genres of the TV show/film are:

1. Drama
2. Comedy
3. Action"
279.0,2TV muzika,"Sure, the genres of the TV show/film are:

1. Music video
2. Documentary
3. Animation"
281.0,Magical First Discoveries,"Sure, here are the 3 genres for the TV show/film:

1. Educational
2. Children's
3. Animation"
282.0,Play & Learn with Bug'n'Play to the Rescue,"Sure, here are the 3 genres for the TV show/film:

1. Children's Education
2. Educational Comedy
3. Educational Drama"
283.0,Sweet Dreams,"Sure, the genres for the TV show/film are:

1. Children's programme
2. Classical music
3. Animation"
284.0,Tutti Frutti and other stories,"Sure, here are the 3 genres for the TV show/film:

1. Musical comedy
2. Family comedy
3. Children's comedy"
285.0,Dreamy Nights,"Sure, here are the 3 genres for the TV show/film:

1. Children's animation
2. Educational
3. Relaxation"
286.0,Good-Morning Stretch,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Cartoons"
287.0,Magical First Discoveries,"Sure, here are the 3 genres for the TV show/film:

1. Educational
2. Children's
3. Animation"
288.0,Teeny and Tiny's Classroom,"Sure, here are the 3 genres for this TV show/film:

1. Educational
2. Children's
3. Comedy"
289.0,Savaitės TOP,"Sure, here are 3 genres for the TV show/film:

1. Music video
2. Music documentary
3. Music show"
290.0,Homestead Rescue,"Sure, here are the 3 genres for the TV show/film:

1. **Survival**
2. **Family**
3. **Nature**"
291.0,Amanda to the Rescue,"Sure, here are the 3 genres for the TV show/film:

1. **Drama**
2. **Comedy**
3. **Family**"
292.0,Great White Invasion,"Sure, the genres of the TV show/film are:

1. Science fiction
2. Drama
3. Horror"
293.0,Animal Cops: Philadelphia,"Sure, here are the 3 genres for the TV show/film:

1. Crime Drama
2. Animal Rights Documentary
3. Crime Documentary"
294.0,Amanda to the Rescue,"Sure, here are the 3 genres for the TV show/film:

1. Family drama
2. Animal rescue
3. Romance"
300.0,Guessing Games with Jump Out of Bed Sleepy Head & Friends,"No Description, Unknown, Unknown"
295.0,Newsday,"Sure, the genres of the TV show/film are:

1. News
2. Current Affairs
3. Sports"
296.0,Soothing Sounds,"Sure, the genres for this TV show/film are:

1. Children's Music
2. Fantasy
3. Music"
297.0,Relax and Unwind,"Sure, here are the 3 genres for the TV show/film:

1. Children's Music
2. Educational
3. Animation"
298.0,Dreamy Nights,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Animation
3. Music video"
299.0,Mano virtuvė geriausia,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Reality"
307.0,Exploring with the Jungle Book,"No Description, Unknown, Unknown"
301.0,Imagination Playground,"Sure, the genres for the TV show/film are:

1. Children's Music
2. Children's Comedy
3. Educational"
303.0,Family Fun Time & Rhymes,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational
3. Rhymes"
302.0,Teeny and Tiny's Classroom,"Sure, the genres of the TV show/film are:

1. Educational comedy
2. Educational children's animation
3. Educational animated sitcom"
304.0,Vardų daina,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Science Fiction
3. Comedy"
305.0,Bilas ir Tedas gelbėja visatą,"1. Drama
2. Komedia
3. Fantoria"
306.0,Robinas Hudas,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Romance"
308.0,The Circuit,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Sports
3. Entrepreneurship"
309.0,Crypto IRL,"Sure, here are the 3 genres for the TV show/film:

1. Cryptology
2. Business
3. Comedy"
310.0,"Bloomberg New Economy: New Reality, New Rules","Sure, here are the 3 genres for the TV show/film:

1. Business
2. Politics
3. Documentary"
311.0,Bloomberg Balance of Power,"Sure, here are the 3 genres for the TV show/film:

1. News
2. Business
3. Politics"
312.0,The Earthshot Prize Innovation Summit 2024,"Sure, the genres for the TV show/film are:

1. Documentary
2. News
3. Science fiction"
313.0,Dr. Jeff: Rocky Mountain Vet,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Medical"
314.0,Dodo Heroes,"Sure, here are the 3 genres for the TV show/film:

1. Animal Rescue
2. Drama
3. Comedy"
315.0,Life at Vet University,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Documentary
3. Medical"
316.0,Monsters Inside Me,"Sure, here are the 3 genres for the TV show/film:

1. Medical Documentary
2. Horror
3. Mystery"
317.0,The Travel Show,"Sure, here are 3 genres for the TV show/film:

1. Travel Documentary
2. Travel Reality Show
3. Travel Educational Show"
318.0,The Media Show,"Sure, here are the 3 genres for the TV show/film:

1. Thriller
2. Drama
3. Social Commentary"
319.0,Arabian Adventures,"Sure, here are the 3 genres for the TV show/film:

1. Historical Fiction
2. Adventure
3. Drama"
320.0,The Travel Show,"Sure, here are the 3 genres for the TV show/film:

1. Travelogue
2. Documentary
3. Reality"
321.0,The Travel Show,"Sure, here are the 3 genres for the TV show/film:

1. Travel
2. Documentary
3. Reality"
322.0,Kyle: The Gunman Who Divided America,"Sure, here are the 3 genres for the TV show/film:

1. Political Satire
2. Documentary
3. Crime Drama"
323.0,BBC World News America,"Sure, here are 3 genres for the TV show/film:

1. News
2. Current affairs
3. Entertainment"
324.0,Skubi pagalba,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Science Fiction"
325.0,"Senegal: Building Wells, Saving Lives","Sure, here are the 3 genres for the TV show/film:

1. **Drama**
2. **Documentary**
3. **Biography**"
326.0,Focus on Africa,"Sure, here are 3 genres for the TV show/film:

1. News
2. Sports
3. Business"
327.0,The Media Show,"Sure, the genres of the TV show/film are:

1. News
2. Entertainment
3. Social commentary"
328.0,Imagination Playground,"Sure, the genres for the TV show/film are:

1. Children's comedy
2. Educational
3. Music video"
329.0,Good Night Hugs,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Music videos
3. Short films"
330.0,Imagination Playground,"Sure, the genres for this TV show/film are:

1. Children's entertainment
2. Educational
3. Animation"
331.0,Gerasis daktaras,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Fantasy"
338.0,Meilės šauksmas,"No Description, Unknown, Unknown"
332.0,Teeny and Tiny's Classroom,"Sure, here are 3 genres for this TV show/film:

1. Educational Children's Show
2. Comedy
3. Educational Comedy"
339.0,Laimės link,"No Description, Unknown, Unknown"
333.0,BabyTV's Night Time Melodies,"Sure, the genres of the TV show/film are:

1. Children's animation
2. Soft music
3. Relaxation"
334.0,Aktorė,"Sure, here are 3 genres for this TV show/film:

1. Drama
2. Romance
3. Comedy"
335.0,Jungtinės Valstijos prieš Bilę Holiday,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Crime"
336.0,Beveik mirtina,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Sci-Fi"
337.0,Baudžiauninkė,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Comedy"
340.0,Moterų daktaras. Naujas gyvenimas,"Sure, the genres of the TV show/film are:

1. Drama
2. Sci-fi
3. Comedy"
341.0,Oliver,"Sure, here are the 3 genres for the TV show/film:

1. Children's comedy
2. Educational
3. Educational comedy"
342.0,From Night to Day,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational
3. Music video"
344.0,Nuodėmių miestas,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Crime"
343.0,Imagination Playground,"Sure, here are the 3 genres for the TV show/film:

1. Children's Education
2. Children's Music
3. Children's Drama"
345.0,Kodas,"Sure, here are the 3 genres for the TV show/film:

1. Crime drama
2. Action thriller
3. Science fiction"
346.0,Kodas,"Sure, here are the 3 genres for the TV show/film:

1. Russian Drama
2. Romance
3. Crime"
352.0,Sveikatos IQ,"No Description, Unknown, Unknown"
347.0,Lombardo ereliai,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Romance"
348.0,Rise & Shine with BabyTV Friends,"Sure, here are the 3 genres for this TV show/film:

1. Children's animation
2. Educational
3. Music video"
355.0,Amžini hitai,"No Description, Unknown, Unknown"
349.0,Sweet Dreams,"Sure, here are the 3 genres for the TV show/film:

1. Children's programme
2. Classical music
3. Animation"
350.0,Nes ji yra moteris,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Sci-Fi"
351.0,Kreivas namelis,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Fantasy"
353.0,Спецы,"Sure, here are the 3 genres for the TV show/film:

1. Crime drama
2. Thriller
3. Mystery"
354.0,Duok paskambint,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Science Fiction"
356.0,Extinct or Alive,"Sure, here are the 3 genres for the TV show/film:

1. Nature Documentary
2. Animal Discovery
3. Historical Documentary"
357.0,Animal Cops: Houston,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Western
3. Crime"
358.0,Dr. Jeff: Rocky Mountain Vet,"Sure, here are the 3 genres for the TV show/film:

1. Animal Welfare
2. Comedy
3. Drama"
359.0,Extinct or Alive,"Sure, here are the 3 genres for the TV show/film:

1. Nature Documentary
2. Animal Discovery
3. Reality Show"
361.0,BBC Green Sport Awards,"1. Documentary
2. Sports
3. Reality"
360.0,Pit Bulls & Parolees,"Sure, here are 3 genres for the TV show/film:

1. **Animal Welfare**
2. **Drama**
3. **Reality TV**"
362.0,Charlie & the Numbers,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Music video"
363.0,"Art, Activity & Music Time","Sure, here are the 3 genres for the TV show/film:

1. Children's Education
2. Music & Entertainment
3. Educational Music"
364.0,"Art, Activity & Music Time","Sure, here are the 3 genres for the TV show/film:

1. Educational
2. Children's
3. Music"
365.0,Good Night Hugs,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Animation
3. Soft-core"
366.0,"Art, Creativity & Music with BabyTV","Sure, the genres of the TV show/film are:

1. Children's Music
2. Educational
3. Nursery Rhymes"
367.0,Sweet Dreams,"Sure, the genres of the TV show/film are:

1. Children's programme
2. Classical music
3. Animation"
368.0,Newsday,"Sure, here are the 3 genres for the TV show/film:

1. News and Current Affairs
2. International Relations
3. Broadcasting"
369.0,Business Today – NYSE Opening Bell,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Documentary
3. Reality"
370.0,Skubi pagalba,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Horror"
371.0,Pirkėjų karai,"Sure, here are 3 genres for the show/film:

1. Comedy
2. Drama
3. Surrealism"
378.0,LR Seimo rinkimų naktis,"No Description, Unknown, Unknown"
373.0,Kelias namo,"Sure, here are 3 genres for the TV show/film:

1. Thriller
2. Drama
3. Romance"
372.0,Exploring with Songs & Rhymes,"Sure, here are the 3 genres for this TV show/film:

1. Children's Music
2. Educational
3. Animation"
374.0,Naujokė,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Romance"
375.0,Įtampa,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Sci-fi
3. Action"
376.0,Broliai. Paskutinė išpažintis,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Romance
3. Historical"
377.0,Naujokė,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Romance"
379.0,Alfa taškas,"Sure, here are 3 genres for the TV show/film:

1. Political comedy
2. Drama
3. Science fiction"
380.0,Leaders with Lacqua,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Interview
3. Talk Show"
381.0,Power Players,"Sure, here are the 3 genres for the TV show/film:

1. Sports drama
2. Comedy
3. Drama"
382.0,Leaders with Lacqua,"Sure, here are 3 genres for the TV show/film:

1. Business/Corporate
2. Leadership
3. Talk Show"
384.0,Quantum Marketing,"1. Business & Marketing
2. Science & Technology
3. Psychology & Cognitive Science"
383.0,Bloomberg Markets: Asia,"Sure, here are the 3 genres for the TV show/film:

1. News
2. Business
3. Entertainment"
385.0,Power Players,"Sure, here are the 3 genres for the TV show/film:

1. Sports
2. Drama
3. Comedy"
386.0,Dreamy Nights,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Animation"
387.0,Audra virš Tichorečės,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Thriller
3. Romance"
388.0,Naujametinė magija,"Sure, the genres for the TV show/film are:

1. Fantasy
2. Drama
3. Comedy"
389.0,The Circuit,"Sure, the 3 genres for this TV show/film are:

1. Tech
2. Business
3. Documentary"
390.0,Talking Business,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Interview
3. Documentary"
392.0,Hadsonas ir Reksas,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Crime"
398.0,Lietuvos Top 10,"No Description, Unknown, Unknown"
391.0,Žinios,"Sure, here are 3 genres for the TV show/film Žinios:

1. **News**
2. **Documentary**
3. **Reality show**"
393.0,Reali mistika,"Sure, here are the 3 genres for the TV show/film:

1. Horror
2. Science fiction
3. Mystery"
394.0,Laisvės karžygiai,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. History
3. War"
395.0,Pričiupom!,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Satirical comedy"
396.0,Moon and Stars,"Sure, here are the 3 genres for the TV show/film:

1. Children's animation
2. Educational
3. Fantasy"
397.0,Švarus sunaikinimas,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Fantasy"
400.0,Shark Vortex,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Science fiction
3. Adventure"
399.0,The Last Alaskans,"Sure, here are the 3 genres for the TV show/film:

1. **Reality TV**
2. **Drama**
3. **Arctic Adventure**"
401.0,Expedition Bigfoot,"Sure, here are the 3 genres for the TV show/film:

1. **Nature documentary**
2. **Science fiction**
3. **Drama**"
402.0,Animal Cops: Philadelphia,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Crime Drama
3. Animal Welfare"
409.0,Pa2kim,"No Description, Unknown, Unknown"
403.0,My Cat from Hell,"Sure, here are the 3 genres for the TV show/film:

1. **Comedy**
2. **Drama**
3. **Reality**"
404.0,Dodo Heroes,"Sure, here are the 3 genres for the TV show/film:

1. Animal Drama
2. Animal Rescue
3. Coming-of-Age"
405.0,Mano virtuvė geriausia,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Reality"
406.0,Žemiau denio,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Thriller"
407.0,From Night to Day,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational
3. Music video"
411.0,My Cat from Hell,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Animal"
408.0,Family Fun Time & Rhymes,"Sure, here are the 3 genres for this TV show/film:

1. Children's entertainment
2. Educational children's program
3. Nursery Rhymes"
410.0,Homestead Rescue,"Sure, here are the 3 genres for the TV show/film:

1. **Survival**
2. **Reality**
3. **Drama**"
412.0,The Zoo,"Sure, here are the 3 genres for this TV show/film:

1. **Wildlife Documentary**
2. **Zoology Documentary**
3. **Nature Documentary**"
413.0,Dr. Jeff: Rocky Mountain Vet,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Animal"
414.0,The Travel Show,"Sure, here are the 3 genres for the TV show/film:

1. Travelogue
2. Documentary
3. Reality"
415.0,HARDtalk,"Sure, the 3 genres for the TV show/film are:

1. Interview Show
2. Documentary
3. Reality Show"
416.0,The Interview,"Sure, here are the 3 genres for the TV show/film:

1. **Comedy**
2. **Documentary**
3. **Talk Show**"
417.0,CSI Majamis,"Sure, here are the 3 genres for the TV show/film:

1. Crime Drama
2. Mystery
3. Thriller"
418.0,Žinios,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Documentary"
419.0,Click,"Sure, here are the 3 genres for the TV show/film:

1. Technology
2. News
3. Entertainment"
420.0,"Art, Activity & Music Time","Sure, here are the 3 genres for the TV show/film:

1. Children's Education
2. Children's Music
3. Children's Adventure"
421.0,Discovering with Charlie & the Alphabet,"Sure, here are the 3 genres for the TV show/film:

1. Children's
2. Educational
3. Music"
422.0,BBC News Now,"Sure, here are the 3 genres for the TV show/film:

1. News
2. Current Affairs
3. Documentary"
423.0,Kaupikai,"Sure, here are the 3 genres for the show/film:

1. Reality Show
2. Documentary
3. Drama"
424.0,Mentalistas,"Sure, here are 3 genres for the TV show/film:

1. Mystery
2. Thriller
3. Crime"
425.0,Šok TikTok,"Sure, the genres of the TV show/film are:

1. Comedy
2. Drama
3. Music video"
426.0,Jungle Shark,"Sure, here are the 3 genres for the TV show/film:

1. **Action**
2. **Drama**
3. **Sci-Fi**"
427.0,Tanked,"Sure, here are the 3 genres for the TV show/film:

1. **Aquarium Documentary**
2. **Lifestyle**
3. **Reality TV**"
428.0,My Cat from Hell,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Family"
429.0,Dr. Jeff: Rocky Mountain Vet,"Sure, here are the 3 genres for the TV show/film:

1. Animal Care
2. Drama
3. Comedy"
430.0,Homestead Rescue,"Sure, here are the 3 genres for the TV show/film:

1. **Survival**
2. **Documentary**
3. **Reality**"
431.0,How Do Animals Do That,"Sure, the three genres for this TV show/film are:

1. **Nature Documentary**
2. **Animal Behavior**
3. **Science**"
432.0,Insane Pools Off the Deep End,"Sure, here are the 3 genres for the TV show/film:

1. Home Improvement
2. Reality TV
3. Nature"
433.0,Bloomberg: The China Show,"Sure, here are the 3 genres for the TV show/film:

1. Business/Economic
2. Documentary
3. News"
434.0,Bloomberg Investigates,"Sure, here are the 3 genres for the TV show/film:

1. Investigative journalism
2. Documentary
3. Drama"
435.0,Bloomberg the Close,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Drama
3. News"
436.0,Bloomberg Screentime: Culture. Business. Technology. Converged,"Sure, here are the 3 genres for the TV show/film:

1. **Technology**
2. **Business**
3. **Entertainment**"
437.0,The Circuit,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Biography
3. Science fiction"
438.0,The David Rubenstein Show: Peer to Peer Conversations,"1. Business
2. Biography
3. Documentary"
439.0,Quantum Marketing,"Sure, here are the 3 genres for the TV show/film:

1. **Marketing Documentary**
2. **Business Documentary**
3. **Comedy**"
440.0,Gyvūnų jaunikliai,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Drama
3. Comedy"
441.0,Ad Astra,"Sure, here are 3 genres for the TV show/film:

1. Science fiction
2. Drama
3. Comedy"
442.0,Žemiau denio,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Thriller"
443.0,Apuokas,"1. Nautika
2. Drama
3. Komedija"
444.0,Supermenas ir Luiza,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Science Fiction"
445.0,44-asis Tarptautinis Monte Karlo cirko festivalis,"Sure, the genres of the TV show/film are:

1. Drama
2. Comedy
3. Music video"
446.0,Skubi pagalba,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Science Fiction"
447.0,Makgaiveris,"Sure, here are the 3 genres for the TV show/film:

1. Crime Drama
2. Science Fiction
3. Mystery"
453.0,Chameleonas,"No Description, Unknown, Unknown"
448.0,Mirtinas ginklas,"Sure, here are 3 genres for the TV show/film:

1. Crime drama
2. Action thriller
3. Comedy"
449.0,Čakas,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Horror"
450.0,Bel Canto,"Sure, here are the 3 genres for the TV show/film:

1. Japanese drama
2. Japanese comedy
3. Japanese thriller"
451.0,Mija ir baltasis liūtas,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Comedy"
452.0,Pašėlusios vestuvės 2,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Fantasy"
454.0,Baudžiauninkė,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Comedy"
456.0,Romeo ir Džuljeta iš Čerkasų,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Romance"
455.0,Naujas Vasilinos Pavlovnos gyvenimas,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Crime
3. Mystery"
457.0,Įkaitas,"Sure, here are 3 genres for the show/film:

1. Russian drama
2. Post-black comedy
3. Science fiction"
458.0,The Deal with Alex Rodriguez and Jason Kelly,"Sure, here are the 3 genres for the TV show/film:

1. Sports documentary
2. Comedy
3. Business documentary"
459.0,Bloomberg: The Opening Trade,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Documentary
3. Talk Show"
460.0,Bloomberg Investigates,"Sure, here are the 3 genres for the TV show/film:

1. Sports documentary
2. Investigative journalism
3. Drama"
461.0,The Businessweek Show,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Comedy
3. Documentary"
462.0,Pit Bulls & Parolees,"Sure, here are the 3 genres for the TV show/film:

1. **Documentary**
2. **Reality TV**
3. **Drama**"
463.0,Dogs 101: Specials,"Sure, here are the 3 genres for this TV show/film:

1. Dog documentary
2. Reality show
3. Educational documentary"
464.0,Guardians of Rescue,"Sure, here are the 3 genres for the TV show/film:

1. **Drama**
2. **Comedy**
3. **Action**"
465.0,Insane Pools Off the Deep End,"Sure, here are 3 genres for the TV show/film:

1. **Reality TV**
2. **Home Improvement**
3. **Environmental Documentary**"
466.0,Kodas,"Sure, here are 3 genres for the TV show/film:

1. Crime Drama
2. Thriller
3. Science Fiction"
467.0,Didysis turas,"Sure, the 3 genres for this TV show/film are:

1. Comedy
2. Drama
3. Science Fiction"
468.0,Mano virtuvė geriausia,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Reality show"
469.0,Farų karai. Charkivas,"1. Dramas
2. Kriminalinis
3. Psikologinis"
470.0,Seklys ir Makaulė,"1. Drama
2. Komedyja
3. Fantoria"
471.0,Dreamy Nights,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational
3. Animation"
472.0,Спецы,"Sure, here are 3 genres for the TV show/film:

1. Crime drama
2. Thriller
3. Mystery"
473.0,Romeo ir Džuljeta iš Čerkasų,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Romance"
474.0,Sapnų kūrėjai,"Sure, here are 3 genres for the TV show/film:

1. Children's comedy
2. Drama
3. Fantasy"
475.0,Bloomberg Primer,"1. Science Fiction
2. Business
3. Documentary"
477.0,Внеземной,"1. Science fiction
2. Mystery
3. Horror"
482.0,Proga pamilti,"No Description, Unknown, Unknown"
476.0,Bloomberg Daybreak: Europe,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. International Relations
3. Entertainment"
478.0,Mergina su persikais,"Sure, here are 3 genres for the TV show/film:

1. **Drama**
2. **Comedy**
3. **Romance**"
486.0,Pabun2,"No Description, Unknown, Unknown"
479.0,Nučiuožęs,"Sure, the genres for the TV show/film are:

1. Comedy
2. Drama
3. Romance"
480.0,Vyriausioji Lietuvos Komisija,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Fantasy"
481.0,Naujas Vasilinos Pavlovnos gyvenimas,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Sci-Fi"
483.0,The David Rubenstein Show: Peer to Peer Conversations,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Documentary
3. Comedy"
484.0,The Businessweek Show,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Science Fiction
3. Reality Show"
485.0,Hello World,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Science fiction
3. Comedy"
487.0,Никонов и Ко,"Sure, here are the 3 genres for the TV show/film:

1. Crime drama
2. Thriller
3. Drama"
488.0,"Art, Activity & Music Time","Sure, here are the 3 genres for the TV show/film:

1. Children's Education
2. Music and Dance
3. Educational Music"
489.0,Sweet Dreams,"Sure, here are the 3 genres for the TV show/film:

1. Children's programme
2. Classical music
3. Animation"
490.0,Kurjeris,"Sure, here are 3 genres for the TV show/film:

1. Science fiction
2. Drama
3. Thriller"
491.0,Avis,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Science Fiction
3. Mystery"
497.0,Sodininko pasaulis,"No Description, Unknown, Unknown"
493.0,Išlikusieji,"1. Drama
2. Komedia
3. Fantoria"
492.0,Tunelis,"Sure, the genres for the TV show/film are:

1. Crime drama
2. Mystery
3. Drama"
494.0,Good Night Hugs,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Music video
3. Short film"
495.0,Dreamy Nights,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational
3. Animation"
496.0,Išmokyk mane mylėti,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Romance"
503.0,Tiek politikos,"No Description, Unknown, Unknown"
498.0,Bloomberg Surveillance,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Political Analysis
3. Current Affairs"
504.0,Alfa vasara,"No Description, Unknown, Unknown"
499.0,The Businessweek Show,"1. Business News
2. Documentary
3. Reality Show"
500.0,The Circuit,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Political
3. Documentary"
505.0,Nostra.lt-RKL turnyro rungtynės,"No Description, Unknown, Unknown"
501.0,Bloomberg Crypto,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Technology
3. Finance"
